Time;Fitness;Cache Size;N;population_dim;tournament_size;crossing_probability;mutation_probability;exchange_num;steps
27.258796453475952;3;300;12;250;3;0.85;0.05;2;300
27.57281732559204;3;300;12;250;3;0.85;0.05;2;300
27.712821006774902;4;300;12;250;3;0.85;0.05;2;300
30.020875453948975;4;300;12;250;3;0.85;0.05;2;300
15.671298742294312;0;158;12;250;3;0.85;0.05;2;300
26.232266426086426;5;300;12;250;3;0.85;0.05;2;300
27.233866453170776;4;300;12;250;3;0.85;0.05;2;300
27.331014156341553;5;300;12;250;3;0.85;0.05;2;300
26.951321601867676;5;300;12;250;3;0.85;0.05;2;300
26.715349912643433;5;300;12;250;3;0.85;0.05;2;300
26.656246185302734;4;300;12;250;3;0.85;0.05;2;300
26.875877857208252;4;300;12;250;3;0.85;0.05;2;300
26.746041297912598;7;300;12;250;3;0.85;0.05;2;300
26.71220111846924;3;300;12;250;3;0.85;0.05;2;300
26.59211492538452;4;300;12;250;3;0.85;0.05;2;300
26.493690252304077;4;300;12;250;3;0.85;0.05;2;300
26.40921688079834;6;300;12;250;3;0.85;0.05;2;300
26.814395666122437;3;300;12;250;3;0.85;0.05;2;300
27.337677478790283;5;300;12;250;3;0.85;0.05;2;300
26.719536304473877;6;300;12;250;3;0.85;0.05;2;300
26.764421701431274;3;300;12;250;3;0.85;0.05;2;300
27.32304573059082;4;300;12;250;3;0.85;0.05;2;300
26.641435861587524;3;300;12;250;3;0.85;0.05;2;300
12.145702123641968;0;138;12;250;3;0.85;0.05;2;300
26.451225757598877;3;300;12;250;3;0.85;0.05;2;300
26.446991205215454;5;300;12;250;3;0.85;0.05;2;300
26.735409259796143;7;300;12;250;3;0.85;0.05;2;300
1.834834337234497;0;21;12;250;3;0.85;0.05;2;300
31.555994510650635;3;300;12;250;3;0.85;0.05;2;300
29.085885047912598;6;300;12;250;3;0.85;0.05;2;300
27.200355768203735;3;300;12;250;3;0.85;0.05;2;300
26.72094225883484;2;300;12;250;3;0.85;0.05;2;300
26.51350498199463;5;300;12;250;3;0.85;0.05;2;300
26.159807443618774;2;300;12;250;3;0.85;0.05;2;300
26.035412549972534;4;300;12;250;3;0.85;0.05;2;300
26.47184658050537;5;300;12;250;3;0.85;0.05;2;300
26.209476709365845;5;300;12;250;3;0.85;0.05;2;300
26.268329620361328;5;300;12;250;3;0.85;0.05;2;300
26.126489400863647;2;300;12;250;3;0.85;0.05;2;300
26.24454092979431;3;300;12;250;3;0.85;0.05;2;300
26.03565216064453;3;300;12;250;3;0.85;0.05;2;300
26.573774576187134;3;300;12;250;3;0.85;0.05;2;300
28.79199743270874;5;300;12;250;3;0.85;0.05;2;300
26.735013723373413;2;300;12;250;3;0.85;0.05;2;300
26.731693506240845;5;300;12;250;3;0.85;0.05;2;300
26.299901247024536;3;300;12;250;3;0.85;0.05;2;300
26.822967529296875;6;300;12;250;3;0.85;0.05;2;300
26.597841024398804;2;300;12;250;3;0.85;0.05;2;300
26.354572772979736;3;300;12;250;3;0.85;0.05;2;300
28.23842978477478;6;300;12;250;3;0.85;0.05;2;300
27.124706983566284;4;300;12;250;3;0.85;0.05;2;300
28.50322437286377;4;300;12;250;3;0.85;0.05;2;300
26.58000612258911;5;300;12;250;3;0.85;0.05;2;300
26.880826473236084;4;300;12;250;3;0.85;0.05;2;300
26.31336736679077;6;300;12;250;3;0.85;0.05;2;300
26.309064865112305;3;300;12;250;3;0.85;0.05;2;300
26.13208317756653;2;300;12;250;3;0.85;0.05;2;300
26.677520751953125;6;300;12;250;3;0.85;0.05;2;300
16.958826065063477;0;192;12;250;3;0.85;0.05;2;300
26.712824821472168;4;300;12;250;3;0.85;0.05;2;300
26.875400066375732;2;300;12;250;3;0.85;0.05;2;300
26.38089394569397;7;300;12;250;3;0.85;0.05;2;300
26.338883638381958;4;300;12;250;3;0.85;0.05;2;300
25.921918630599976;6;300;12;250;3;0.85;0.05;2;300
26.61948537826538;4;300;12;250;3;0.85;0.05;2;300
0.09603762626647949;0;2;12;250;3;0.85;0.05;2;300
27.241949319839478;5;300;12;250;3;0.85;0.05;2;300
26.262051820755005;3;300;12;250;3;0.85;0.05;2;300
26.3040988445282;6;300;12;250;3;0.85;0.05;2;300
26.329562425613403;7;300;12;250;3;0.85;0.05;2;300
26.42440176010132;4;300;12;250;3;0.85;0.05;2;300
26.312371969223022;4;300;12;250;3;0.85;0.05;2;300
26.505125045776367;5;300;12;250;3;0.85;0.05;2;300
26.205050706863403;3;300;12;250;3;0.85;0.05;2;300
26.09294581413269;2;300;12;250;3;0.85;0.05;2;300
26.161901712417603;4;300;12;250;3;0.85;0.05;2;300
26.21090865135193;3;300;12;250;3;0.85;0.05;2;300
12.143875122070312;0;141;12;250;3;0.85;0.05;2;300
26.48603844642639;4;300;12;250;3;0.85;0.05;2;300
31.688714265823364;4;300;12;300;3;0.85;0.05;2;300
34.43448543548584;4;300;12;300;3;0.85;0.05;2;300
7.609344244003296;0;65;12;300;3;0.85;0.05;2;300
32.78480577468872;5;300;12;300;3;0.85;0.05;2;300
34.860809087753296;3;300;12;300;3;0.85;0.05;2;300
16.664791345596313;0;150;12;300;3;0.85;0.05;2;300
19.619121313095093;0;185;12;300;3;0.85;0.05;2;300
33.45501232147217;5;300;12;300;3;0.85;0.05;2;300
32.233468532562256;4;300;12;300;3;0.85;0.05;2;300
32.43376088142395;4;300;12;300;3;0.85;0.05;2;300
33.52941012382507;5;300;12;300;3;0.85;0.05;2;300
33.29895830154419;5;300;12;300;3;0.85;0.05;2;300
32.952574729919434;5;300;12;300;3;0.85;0.05;2;300
31.635733604431152;3;300;12;300;3;0.85;0.05;2;300
32.05327582359314;3;300;12;300;3;0.85;0.05;2;300
13.824930906295776;0;130;12;300;3;0.85;0.05;2;300
32.432159423828125;5;300;12;300;3;0.85;0.05;2;300
32.15382194519043;6;300;12;300;3;0.85;0.05;2;300
0.0022857189178466797;0;1;12;300;3;0.85;0.05;2;300
31.67681622505188;5;300;12;300;3;0.85;0.05;2;300
33.54286432266235;4;300;12;300;3;0.85;0.05;2;300
31.7801296710968;5;300;12;300;3;0.85;0.05;2;300
31.49133610725403;3;300;12;300;3;0.85;0.05;2;300
4.207035779953003;0;42;12;300;3;0.85;0.05;2;300
30.963070154190063;3;300;12;300;3;0.85;0.05;2;300
31.261351346969604;4;300;12;300;3;0.85;0.05;2;300
9.987008094787598;0;94;12;300;3;0.85;0.05;2;300
32.26037573814392;2;300;12;300;3;0.85;0.05;2;300
31.918427228927612;5;300;12;300;3;0.85;0.05;2;300
31.53790545463562;5;300;12;300;3;0.85;0.05;2;300
31.441455602645874;4;300;12;300;3;0.85;0.05;2;300
31.859533548355103;5;300;12;300;3;0.85;0.05;2;300
31.667340993881226;2;300;12;300;3;0.85;0.05;2;300
31.74142026901245;4;300;12;300;3;0.85;0.05;2;300
31.32748293876648;5;300;12;300;3;0.85;0.05;2;300
31.59341812133789;3;300;12;300;3;0.85;0.05;2;300
31.557408094406128;5;300;12;300;3;0.85;0.05;2;300
31.491439819335938;2;300;12;300;3;0.85;0.05;2;300
31.265385389328003;5;300;12;300;3;0.85;0.05;2;300
31.63985276222229;5;300;12;300;3;0.85;0.05;2;300
33.123027086257935;5;300;12;300;3;0.85;0.05;2;300
3.631810188293457;0;35;12;300;3;0.85;0.05;2;300
31.99063777923584;6;300;12;300;3;0.85;0.05;2;300
31.646501541137695;2;300;12;300;3;0.85;0.05;2;300
32.13145661354065;3;300;12;300;3;0.85;0.05;2;300
31.338738203048706;5;300;12;300;3;0.85;0.05;2;300
32.39295983314514;3;300;12;300;3;0.85;0.05;2;300
31.444775342941284;3;300;12;300;3;0.85;0.05;2;300
31.08360481262207;3;300;12;300;3;0.85;0.05;2;300
31.398369789123535;6;300;12;300;3;0.85;0.05;2;300
32.03475594520569;4;300;12;300;3;0.85;0.05;2;300
4.495922088623047;0;44;12;300;3;0.85;0.05;2;300
33.80416917800903;3;300;12;300;3;0.85;0.05;2;300
33.685717821121216;3;300;12;300;3;0.85;0.05;2;300
32.08566951751709;4;300;12;300;3;0.85;0.05;2;300
31.553261041641235;3;300;12;300;3;0.85;0.05;2;300
30.81011176109314;4;300;12;300;3;0.85;0.05;2;300
15.397722959518433;0;144;12;300;3;0.85;0.05;2;300
31.855953693389893;4;300;12;300;3;0.85;0.05;2;300
31.683913230895996;4;300;12;300;3;0.85;0.05;2;300
31.862245798110962;4;300;12;300;3;0.85;0.05;2;300
